UID         PID   PPID    LWP  C NLWP STIME TTY          TIME CMD
geeth      1582   1089   1583  0    6 11:34 ?        00:00:00 /usr/bin/nautilus --gapplication-service
geeth      1582   1089   1584  0    6 11:34 ?        00:00:00 /usr/bin/nautilus --gapplication-service
geeth      1582   1089   1586  0    6 11:34 ?        00:00:00 /usr/bin/nautilus --gapplication-service
geeth      1582   1089   1587  0    6 11:34 ?        00:00:00 /usr/bin/nautilus --gapplication-service
geeth      1582   1089   5426  0    6 12:35 ?        00:00:00 /usr/bin/nautilus --gapplication-service
geeth      1624   1120   1624  0    4 11:34 tty2     00:00:01 update-notifier
geeth      1624   1120   1627  0    4 11:34 tty2     00:00:00 update-notifier
geeth      1624   1120   1628  0    4 11:34 tty2     00:00:00 update-notifier
geeth      1624   1120   1629  0    4 11:34 tty2     00:00:00 update-notifier
geeth      1640   1089   1640  0    3 11:34 ?        00:00:00 /usr/bin/zeitgeist-daemon
geeth      1640   1089   1641  0    3 11:34 ?        00:00:00 /usr/bin/zeitgeist-daemon
geeth      1640   1089   1642  0    3 11:34 ?        00:00:00 /usr/bin/zeitgeist-daemon
geeth      1648   1089   1648  0    3 11:34 ?        00:00:00 /usr/lib/zeitgeist/zeitgeist/zeitgeist-fts
geeth      1648   1089   1650  0    3 11:34 ?        00:00:00 /usr/lib/zeitgeist/zeitgeist/zeitgeist-fts
geeth      1648   1089   1651  0    3 11:34 ?        00:00:00 /usr/lib/zeitgeist/zeitgeist/zeitgeist-fts
geeth      2104   1120   2104  0    4 11:35 tty2     00:00:00 /usr/lib/deja-dup/deja-dup-monitor
geeth      2104   1120   2107  0    4 11:35 tty2     00:00:00 /usr/lib/deja-dup/deja-dup-monitor
geeth      2104   1120   2108  0    4 11:35 tty2     00:00:00 /usr/lib/deja-dup/deja-dup-monitor
geeth      2104   1120   2109  0    4 11:35 tty2     00:00:00 /usr/lib/deja-dup/deja-dup-monitor
geeth      3685   1089   3685  0    5 11:45 ?        00:00:07 eog /home/geeth/Desktop/CO327/OS_project/Screenshot from 2018-12-03 22-32-36.png
geeth      3685   1089   3688  0    5 11:45 ?        00:00:00 eog /home/geeth/Desktop/CO327/OS_project/Screenshot from 2018-12-03 22-32-36.png
geeth      3685   1089   3689  0    5 11:45 ?        00:00:00 eog /home/geeth/Desktop/CO327/OS_project/Screenshot from 2018-12-03 22-32-36.png
geeth      3685   1089   3690  0    5 11:45 ?        00:00:00 eog /home/geeth/Desktop/CO327/OS_project/Screenshot from 2018-12-03 22-32-36.png
geeth      3685   1089   3691  0    5 11:45 ?        00:00:00 eog /home/geeth/Desktop/CO327/OS_project/Screenshot from 2018-12-03 22-32-36.png
geeth      3737   1089   3737  1    5 11:50 ?        00:00:30 evince /home/geeth/Desktop/CO327/OSC_9edition.pdf
geeth      3737   1089   3739  0    5 11:50 ?        00:00:00 evince /home/geeth/Desktop/CO327/OSC_9edition.pdf
geeth      3737   1089   3740  0    5 11:50 ?        00:00:00 evince /home/geeth/Desktop/CO327/OSC_9edition.pdf
geeth      3737   1089   3747  0    5 11:50 ?        00:00:00 evince /home/geeth/Desktop/CO327/OSC_9edition.pdf
geeth      3737   1089   3748  0    5 11:50 ?        00:00:02 evince /home/geeth/Desktop/CO327/OSC_9edition.pdf
geeth      3743   1089   3743  0    3 11:50 ?        00:00:00 /usr/lib/evince/evinced
geeth      3743   1089   3744  0    3 11:50 ?        00:00:00 /usr/lib/evince/evinced
geeth      3743   1089   3745  0    3 11:50 ?        00:00:00 /usr/lib/evince/evinced
geeth      4418   1089   4418  1    8 12:08 ?        00:00:18 /snap/sublime-text/38/opt/sublime_text/sublime_text /home/geeth/Desktop/CO327/OS_project/assignmentpart2/simple2.c
geeth      4418   1089   4419  0    8 12:08 ?        00:00:00 /snap/sublime-text/38/opt/sublime_text/sublime_text /home/geeth/Desktop/CO327/OS_project/assignmentpart2/simple2.c
geeth      4418   1089   4421  0    8 12:08 ?        00:00:00 /snap/sublime-text/38/opt/sublime_text/sublime_text /home/geeth/Desktop/CO327/OS_project/assignmentpart2/simple2.c
geeth      4418   1089   4422  0    8 12:08 ?        00:00:00 /snap/sublime-text/38/opt/sublime_text/sublime_text /home/geeth/Desktop/CO327/OS_project/assignmentpart2/simple2.c
geeth      4418   1089   4423  0    8 12:08 ?        00:00:00 /snap/sublime-text/38/opt/sublime_text/sublime_text /home/geeth/Desktop/CO327/OS_project/assignmentpart2/simple2.c
geeth      4418   1089   4424  0    8 12:08 ?        00:00:00 /snap/sublime-text/38/opt/sublime_text/sublime_text /home/geeth/Desktop/CO327/OS_project/assignmentpart2/simple2.c
geeth      4418   1089   4430  0    8 12:08 ?        00:00:00 /snap/sublime-text/38/opt/sublime_text/sublime_text /home/geeth/Desktop/CO327/OS_project/assignmentpart2/simple2.c
geeth      4418   1089   4432  0    8 12:08 ?        00:00:00 /snap/sublime-text/38/opt/sublime_text/sublime_text /home/geeth/Desktop/CO327/OS_project/assignmentpart2/simple2.c
geeth      4431   4418   4431  0    3 12:08 ?        00:00:00 /snap/sublime-text/38/opt/sublime_text/plugin_host 4418 --auto-shell-env
geeth      4431   4418   4433  0    3 12:08 ?        00:00:00 /snap/sublime-text/38/opt/sublime_text/plugin_host 4418 --auto-shell-env
geeth      4431   4418   4434  0    3 12:08 ?        00:00:00 /snap/sublime-text/38/opt/sublime_text/plugin_host 4418 --auto-shell-env
root       4675      2   4675  0    1 12:17 ?        00:00:00 [kworker/u256:2]
root       4676      1   4676  0    1 12:17 ?        00:00:01 /usr/sbin/cupsd -l
root       4677      1   4677  0    3 12:17 ?        00:00:01 /usr/sbin/cups-browsed
root       4677      1   4687  0    3 12:17 ?        00:00:00 /usr/sbin/cups-browsed
root       4677      1   4688  0    3 12:17 ?        00:00:00 /usr/sbin/cups-browsed
lp         4686   4676   4686  0    1 12:17 ?        00:00:00 /usr/lib/cups/notifier/dbus dbus://
root       4743      2   4743  0    1 12:26 ?        00:00:00 [kworker/u256:0]
geeth      4744   1089   4744  1    4 12:26 ?        00:00:07 /usr/lib/gnome-terminal/gnome-terminal-server
geeth      4744   1089   4745  0    4 12:26 ?        00:00:00 /usr/lib/gnome-terminal/gnome-terminal-server
geeth      4744   1089   4746  0    4 12:26 ?        00:00:00 /usr/lib/gnome-terminal/gnome-terminal-server
geeth      4744   1089   4747  0    4 12:26 ?        00:00:00 /usr/lib/gnome-terminal/gnome-terminal-server
geeth      4752   4744   4752  0    1 12:27 pts/0    00:00:00 bash
systemd+   5382      1   5382  0    1 12:30 ?        00:00:00 /lib/systemd/systemd-networkd
geeth      5425   4752   5425  0    1 12:35 pts/0    00:00:00 ps -eLf
